Device ID,User,Total Backup Data (MB),OS,Device Added
3359467,2520695,8760.96,Windows,08/30/19 11:16
3357850,1161506,1135.71,Windows,08/30/19 00:16
3357564,1298075,22212.52,Windows,08/29/19 21:57
3357133,1634999,605.90,Mac OS X,08/29/19 20:24
3357074,385997,9508.61,Windows,08/29/19 20:02
3355996,2518187,9455.65,Windows,08/29/19 14:14
3349870,2515150,10899.66,Windows,08/29/19 13:34
3349611,2515048,9602.65,Windows,08/29/19 12:28
3345186,2512713,3024.92,Windows,08/28/19 21:59
3345161,2512710,4501.91,Windows,08/28/19 21:45
3344260,700136,10951.56,Windows,08/28/19 17:04
3344188,418223,1345.57,Windows,08/28/19 16:35
3343633,1347477,14194.55,Windows,08/28/19 14:01
3343186,2511333,11402.69,Windows,08/28/19 11:26
3343174,2511330,11541.06,Windows,08/28/19 11:23
3343170,2511328,18565.68,Windows,08/28/19 11:21
3343156,2511323,1537.42,Windows,08/28/19 11:18
3343149,2511318,6465.80,Windows,08/28/19 11:14
3341867,2510706,20515.03,Windows,08/27/19 23:58
3341729,385997,950.24,Windows,08/27/19 22:24
3340360,2509743,10277.52,Windows,08/27/19 17:09
3340356,1413847,120.70,Windows,08/27/19 17:09
3339956,2509523,927.94,Windows,08/27/19 15:10
3339899,245706,52966.84,Mac OS X,08/27/19 14:51
3339612,2509374,8142.47,Windows,08/27/19 13:43
3337945,425033,29028.35,Windows,08/26/19 23:37
3337502,702783,10087.00,Windows,08/26/19 20:34
3337001,232764,1188.31,Windows,08/26/19 19:58
3336961,541284,14486.77,Windows,08/26/19 19:40
3336906,722266,19620.92,Windows,08/26/19 19:20
3336851,1759292,23738.48,Windows,08/26/19 18:59
3336850,482642,473.99,Mac OS X,08/26/19 18:59
3336531,2508031,10935.76,Windows,08/26/19 17:31
3336481,245595,480.35,Mac OS X,08/26/19 17:17
3336311,2507803,1691.07,Windows,08/26/19 16:21
3336113,2507788,12371.89,Windows,08/26/19 16:11
3336101,2310042,7713.64,Windows,08/26/19 16:07
3334504,2506854,1906.86,Windows,08/26/19 07:29
3332862,245416,22703.85,Windows,08/23/19 21:39
3332746,1695275,25345.43,Windows,08/23/19 20:29
3332274,748398,2750.71,Windows,08/23/19 17:27
3332265,238742,15493.83,Windows,08/23/19 17:25
3330110,1976580,933.80,Windows,08/22/19 22:56
3330024,619298,14611.99,Mac OS X,08/22/19 22:10
3329969,2504044,6812.47,Windows,08/22/19 21:37
3329249,156141,498.93,Mac OS X,08/22/19 18:55
3329066,315543,20547.54,Mac OS X,08/22/19 17:50
3329017,718961,29858.96,Windows,08/22/19 17:27
3327794,2502929,6294.52,Windows,08/22/19 11:43
3327597,2499341,184.37,Windows,08/22/19 10:14
3327277,747559,274.62,Windows,08/22/19 07:20
3326693,589516,43496.77,Windows,08/21/19 23:21
3326514,712749,1968.56,Mac OS X,08/21/19 21:47
3326405,237591,66.43,Mac OS X,08/21/19 20:34
3323356,747612,13803.64,Windows,08/20/19 22:52
3322946,1744197,277.35,Windows,08/20/19 19:51
3320950,2499341,294.10,Windows,08/20/19 12:48
3320812,2499341,273.78,Windows,08/20/19 12:03
3320552,2499341,175.65,Windows,08/20/19 10:10
3319426,1960921,8804.64,Mac OS X,08/19/19 22:34
3319205,712749,2390.80,Mac OS X,08/19/19 21:12
3319132,205013,80957.93,Windows,08/19/19 20:47
3318487,2498232,1209.58,Mac OS X,08/19/19 18:14
3318386,2497850,8684.26,Windows,08/19/19 17:47
3318223,388446,3249.77,Mac OS X,08/19/19 17:07
3318034,2497600,11509.42,Windows,08/19/19 16:05
3318027,2497599,8307.17,Windows,08/19/19 16:03
3314843,2495508,27946.80,Windows,08/16/19 21:01
3314718,246226,23324.06,Windows,08/16/19 19:58
3313552,2494158,9592.29,Windows,08/16/19 13:07
3312138,2339565,701.37,Mac OS X,08/15/19 22:08
3312045,2493514,483.94,Mac OS X,08/15/19 21:08
3311485,2263267,7944.08,Windows,08/15/19 17:54
3311339,2493271,570.54,Windows,08/15/19 17:10
3308571,1358861,18210.11,Windows,08/14/19 20:11
3308363,2492144,10395.11,Windows,08/14/19 19:11
3303329,437558,37960.06,Windows,08/13/19 20:26
3303324,245464,28493.16,Mac OS X,08/13/19 20:25
3302774,351822,7358.28,Windows,08/13/19 18:10
3302444,2488782,181.37,Mac OS X,08/13/19 16:28
3301888,2488617,91279.48,Windows,08/13/19 14:07
3301739,2488555,8685.30,Windows,08/13/19 13:28
3299142,240320,11095.99,Windows,08/13/19 02:10
3298618,2378664,94.93,Windows,08/12/19 21:03
3298555,2486064,7269.01,Windows,08/12/19 20:31
3298219,2486430,6863.33,Mac OS X,08/12/19 18:22
3297692,2486064,94.02,Windows,08/12/19 16:05
3297691,2486063,16523.88,Windows,08/12/19 16:05
3297685,2486060,15709.79,Windows,08/12/19 16:04
3297538,2486026,2305.74,Windows,08/12/19 15:24
3294350,423016,11643.53,Windows,08/09/19 18:40
3293830,775454,423.09,Windows,08/09/19 15:30
3290138,2482846,17561.98,Windows,08/08/19 23:01
3289882,245211,15040.18,Mac OS X,08/08/19 20:40
3289835,747544,198.16,Windows,08/08/19 20:21
3289127,2482409,250.13,Windows,08/08/19 17:48
3288168,2481958,3989.18,Windows,08/08/19 12:53
3283952,245464,24932.35,Mac OS X,08/07/19 20:53
3283693,238839,22985.87,Windows,08/07/19 19:15
3283583,2480266,1858.48,Mac OS X,08/07/19 18:51
3283432,240505,27073.84,Mac OS X,08/07/19 18:22
3283401,2480187,6217.61,Mac OS X,08/07/19 18:15
3282801,1351631,15158.61,Windows,08/07/19 15:48
3282625,2479493,10283.10,Windows,08/07/19 15:00
3276271,2476814,5302.35,Windows,08/06/19 21:43
3276086,2476733,91174.20,Windows,08/06/19 20:27
3275320,2476431,28079.05,Windows,08/06/19 17:08
3274587,2476147,5261.03,Windows,08/06/19 13:54
3274214,2475980,37907.73,Windows,08/06/19 12:28
3270413,2474684,3736.18,Mac OS X,08/05/19 21:54
3270256,2474610,6570.53,Mac OS X,08/05/19 21:01
3270094,609412,731.51,Mac OS X,08/05/19 20:14
3269998,237240,40669.04,Mac OS X,08/05/19 19:39
3269569,2473929,10610.72,Windows,08/05/19 17:15
3269540,614204,13157.04,Windows,08/05/19 17:06
3269324,2473757,3906.35,Windows,08/05/19 15:59
3269322,2473756,19475.42,Windows,08/05/19 15:59
3269318,2473755,7924.48,Windows,08/05/19 15:59
3263075,616500,38070.39,Mac OS X,08/02/19 16:07
3255265,1845759,8067.25,Windows,08/01/19 21:13
3255164,2448997,276.13,Windows,08/01/19 20:21
3252600,2465718,11630.45,Windows,08/01/19 09:31
3247527,2034820,4885.98,Windows,07/31/19 09:52
3246703,1752512,396.53,Windows,07/31/19 00:06
3246482,237173,35592.76,Mac OS X,07/30/19 22:00
3246365,2463428,51646.68,Windows,07/30/19 21:02
3246084,238408,18460.29,Windows,07/30/19 19:43
3245905,991717,6983.96,Windows,07/30/19 19:36
3245691,238120,13919.08,Windows,07/30/19 18:44
3245525,1765805,141.68,Windows,07/30/19 18:02
3244864,1039820,38670.51,Windows,07/30/19 15:04
3244569,2462487,13180.93,Windows,07/30/19 13:59
3240997,246225,12693.54,Mac OS X,07/29/19 22:01
3240752,663622,11725.53,Windows,07/29/19 20:06
3240182,702400,44018.57,Windows,07/29/19 17:56
3239815,2460358,20897.29,Windows,07/29/19 16:13
3239812,2460356,16136.96,Windows,07/29/19 16:13
3239811,2460355,23634.23,Windows,07/29/19 16:13
3239543,2460043,3090.70,Windows,07/29/19 14:57
3235878,242987,1070.56,Mac OS X,07/26/19 22:00
3235784,2449009,268.49,Mac OS X,07/26/19 21:05
3235163,2110160,9728.51,Windows,07/26/19 18:08
3229409,609550,1070.56,Mac OS X,07/25/19 20:39
3228087,2456154,87853.20,Mac OS X,07/25/19 17:32
3227661,2456063,10241.57,Windows,07/25/19 16:30
3227377,441390,22117.93,Windows,07/25/19 15:42
3224596,361363,11727.65,Windows,07/24/19 20:58
3224587,2452062,5441.65,Mac OS X,07/24/19 20:52
3219201,528544,11441.68,Windows,07/23/19 22:55
3216937,2452062,1261.46,Windows,07/23/19 15:50
3216149,2389007,569.05,Windows,07/23/19 12:52
3212791,237306,26951.58,Windows,07/22/19 21:21
3211410,2449150,10156.44,Windows,07/22/19 17:12
3211398,2449146,11073.46,Windows,07/22/19 17:08
3211392,2449144,11457.45,Windows,07/22/19 17:07
3211388,2449143,10682.38,Windows,07/22/19 17:06
3211387,2449142,9930.31,Windows,07/22/19 17:06
3211385,2449140,10194.75,Windows,07/22/19 17:06
3211383,2449139,20622.37,Windows,07/22/19 17:05
3211374,2449135,10476.40,Windows,07/22/19 17:04
3211372,2449134,9823.08,Windows,07/22/19 17:04
3211369,2449133,10292.16,Windows,07/22/19 17:02
3211368,2449132,13406.78,Windows,07/22/19 17:02
3211363,2449131,9934.03,Windows,07/22/19 17:01
3211196,2449011,18866.64,Windows,07/22/19 16:21
3211181,2449009,1817.96,Windows,07/22/19 16:16
3211180,2449005,16747.31,Windows,07/22/19 16:15
3211163,2448997,10225.83,Windows,07/22/19 16:11
3211150,2448993,14279.87,Windows,07/22/19 16:08
3211100,2448969,9117.22,Windows,07/22/19 15:58
3211099,2448968,19648.48,Windows,07/22/19 15:57
3209339,2447793,9678.94,Windows,07/22/19 08:36
3204619,561038,42027.62,Windows,07/19/19 18:24
3200325,1157051,256.45,Windows,07/18/19 22:06
3200202,2443224,7598.65,Windows,07/18/19 21:14
3199241,2442806,6429.24,Windows,07/18/19 15:56
3191606,245326,10557.05,Mac OS X,07/17/19 14:18
3185744,560246,103.25,Windows,07/16/19 18:19
3180742,2434584,18780.58,Windows,07/16/19 00:35
3180717,1394384,3090.60,Windows,07/16/19 00:20
3180487,520153,20386.85,Mac OS X,07/15/19 23:59
3180252,1822617,126996.39,Mac OS X,07/15/19 21:55
3180043,1381328,4999.63,Windows,07/15/19 20:27
3179955,520153,265.62,Windows,07/15/19 19:55
3179106,611054,2073.51,Mac OS X,07/15/19 17:58
3179099,2296306,259.84,Windows,07/15/19 17:55
3179008,2426370,2647.70,Mac OS X,07/15/19 17:27
3178919,1208782,303.80,Windows,07/15/19 17:04
3178793,2426269,1509.12,Mac OS X,07/15/19 16:23
3177413,2425488,10540.56,Windows,07/15/19 11:13
3177183,2425408,1125.39,Windows,07/15/19 09:57
3177123,2265352,2830.46,Windows,07/15/19 09:32
3170508,1216132,169.90,Windows,07/12/19 18:25
3170504,560246,2.70,Mac OS X,07/12/19 18:22
3169882,242628,140.25,Windows,07/12/19 15:42
3164847,726304,22900.09,Windows,07/11/19 18:28
3164627,747888,27087.48,Windows,07/11/19 17:27
3162924,2417907,5431.18,Windows,07/11/19 10:49
3162195,2417572,5977.08,Windows,07/11/19 07:06
3158388,2415447,11941.90,Windows,07/10/19 07:43
3151570,2411806,17516.04,Windows,07/08/19 22:56
3151539,755806,21000.31,Windows,07/08/19 22:46
3151493,1812693,18133.36,Mac OS X,07/08/19 22:19
3150487,589430,21944.25,Windows,07/08/19 17:59
3150428,2411237,9896.33,Mac OS X,07/08/19 17:46
3149998,2411009,13122.47,Windows,07/08/19 16:09
3149939,2410976,770.69,Windows,07/08/19 15:58
3149936,2410972,11063.66,Windows,07/08/19 15:58
3149923,2410967,17758.97,Windows,07/08/19 15:55
3149134,2410573,8273.09,Windows,07/08/19 14:07
3147871,2389007,250.86,Windows,07/08/19 10:42
3147286,2409586,21497.70,Windows,07/08/19 07:46
3137749,707596,297874.90,Mac OS X,07/03/19 19:53
3137680,589430,1020.95,Windows,07/03/19 19:21
3137576,2296308,3841.76,Windows,07/03/19 18:58
3137394,567817,1455.99,Windows,07/03/19 18:03
3132680,1981996,21622.23,Mac OS X,07/02/19 22:24
3132023,1373373,18533.31,Windows,07/02/19 22:14
3131340,156138,13431.75,Windows,07/02/19 20:45
3131111,998078,14178.56,Windows,07/02/19 19:21
3130498,2400672,41525.27,Windows,07/02/19 18:26
3129772,549633,21335.74,Windows,07/02/19 17:06
3124808,2396912,19581.29,Windows,07/01/19 21:27
3124787,2396910,17993.48,Windows,07/01/19 21:17
3124472,615741,7273.00,Mac OS X,07/01/19 20:31
3124219,245637,20103.47,Windows,07/01/19 18:55
3123459,2395937,12555.85,Windows,07/01/19 16:18
3123444,2395924,9593.79,Windows,07/01/19 16:14
3123428,2395917,9591.27,Windows,07/01/19 16:08
3122786,2395522,8645.66,Windows,07/01/19 13:36
3118954,603630,18238.73,Windows,06/30/19 22:49
3118218,316074,1648.57,Mac OS X,06/28/19 22:32
3117752,424598,519.24,Windows,06/28/19 18:27
3117688,142916,343.36,Windows,06/28/19 18:02
3110120,2389011,38542.48,Windows,06/28/19 10:30
3110111,2389007,205.40,Windows,06/28/19 10:26
3108873,383637,89912.90,Mac OS X,06/27/19 22:48
3108863,2388462,11515.73,Windows,06/27/19 22:38
3108322,357366,28789.83,Windows,06/27/19 19:55
3100470,1046433,14601.44,Windows,06/26/19 15:40
3099262,2385065,101.18,Windows,06/26/19 11:03
3090156,2380712,6726.38,Mac OS X,06/25/19 23:51
3089701,156435,108.57,Windows,06/25/19 19:58
3089349,611224,20210.58,Mac OS X,06/25/19 18:20
3089331,2380336,142014.55,Mac OS X,06/25/19 18:15
3089329,2380338,2401.95,Mac OS X,06/25/19 18:14
3089275,560246,157.95,Windows,06/25/19 18:01
3089267,284209,8739.12,Mac OS X,06/25/19 17:58
3083565,611054,1960.61,Windows,06/24/19 21:03
3083310,2378664,2670.95,Mac OS X,06/24/19 20:02
3082874,2378456,38.79,Mac OS X,06/24/19 17:46
3082772,2378401,13833.44,Windows,06/24/19 17:24
3082750,2378397,81039.57,Windows,06/24/19 17:18
3082441,2378213,17396.90,Windows,06/24/19 16:00
3080942,1243374,303.47,Windows,06/24/19 09:19
3080583,2377380,43102.48,Windows,06/24/19 08:09
3079564,2376970,2740.73,Windows,06/23/19 21:00
3079371,1422223,707.82,Windows,06/23/19 05:46
3078748,2375926,18402.68,Windows,06/22/19 10:04
3078273,2375622,580.38,Mac OS X,06/21/19 20:41
3078124,238125,10706.65,Windows,06/21/19 20:00
3075598,2370198,2191.13,Mac OS X,06/21/19 11:34
3074307,561285,13778.63,Windows,06/20/19 21:09
3074229,237177,2680.61,Mac OS X,06/20/19 20:32
3074227,2373687,11835.69,Windows,06/20/19 20:31
3074161,1634999,559.19,Mac OS X,06/20/19 20:01
3071166,237152,5797.20,Mac OS X,06/19/19 21:58
3071164,142916,323.09,Windows,06/19/19 21:56
3071043,467942,7695.14,Windows,06/19/19 20:58
3068987,2370198,1860.40,Windows,06/19/19 10:08
3067798,2365860,276.20,Windows,06/18/19 22:21
3067772,267484,139889.36,Mac OS X,06/18/19 22:10
3067509,2368711,17320.62,Windows,06/18/19 20:13
3066415,560246,73.12,Windows,06/18/19 15:48
3066390,2367600,28871.03,Windows,06/18/19 15:43
3066194,702719,390.80,Windows,06/18/19 14:51
3064023,1029755,6295.09,Mac OS X,06/17/19 22:07
3063989,1415527,6804.28,Mac OS X,06/17/19 21:51
3063970,2365860,569.13,Windows,06/17/19 21:43
3063080,2365566,2880.50,Mac OS X,06/17/19 17:55
3063043,2365512,1047.11,Mac OS X,06/17/19 17:45
3062971,2365484,7891.33,Windows,06/17/19 17:23
3062933,2365471,2828.90,Windows,06/17/19 17:15
3062816,2365388,18451.05,Windows,06/17/19 16:41
3062773,2365339,22564.57,Windows,06/17/19 16:31
3062687,2365303,6867.59,Windows,06/17/19 16:12
3062664,2365296,16061.63,Windows,06/17/19 16:07
3062660,2365294,11542.92,Windows,06/17/19 16:06
3062659,2365293,31011.15,Windows,06/17/19 16:06
3062657,2365292,16122.54,Windows,06/17/19 16:06
3062650,2365289,18530.69,Windows,06/17/19 16:05
3057405,2362471,21860.07,Windows,06/14/19 14:31
3055345,747561,1775.14,Windows,06/13/19 21:45
3055041,748268,17291.83,Windows,06/13/19 20:00
3054238,604066,16309.59,Windows,06/13/19 15:52
3052078,351822,1294.45,Windows,06/13/19 00:30
3051602,245550,56030.52,Windows,06/12/19 20:25
3050612,245362,183.84,Windows,06/12/19 19:49
3046695,1294960,44626.95,Windows,06/11/19 21:56
3046610,1201754,19672.17,Windows,06/11/19 21:19
3045806,1201754,86.09,Windows,06/11/19 17:10
3044776,237329,393.25,Windows,06/11/19 13:23
3042280,2349655,21718.36,Windows,06/10/19 20:50
3041966,2349444,8262.80,Windows,06/10/19 19:47
3041452,2349242,333930.71,Mac OS X,06/10/19 17:39
3041122,2349097,10220.45,Windows,06/10/19 16:13
3041010,2348937,20919.56,Windows,06/10/19 16:01
3040984,2348928,20908.92,Windows,06/10/19 15:55
3037642,2346747,675.04,Windows,06/07/19 20:27
3037411,245855,25888.01,Windows,06/07/19 19:13
3037341,245758,26630.31,Windows,06/07/19 18:48
3037296,1744197,292.78,Mac OS X,06/07/19 18:31
3036407,2346074,9998.78,Windows,06/07/19 14:32
3034584,2344769,14321.58,Windows,06/07/19 04:50
3034219,1997074,28215.52,Mac OS X,06/06/19 23:04
3034048,2344431,14397.25,Windows,06/06/19 21:30
3033088,2343992,28318.72,Windows,06/06/19 17:07
3030030,2342392,30294.61,Windows,06/06/19 06:30
3029073,1837309,366.65,Windows,06/05/19 20:13
3028607,2341664,539.10,Windows,06/05/19 18:20
3028251,242372,13646.27,Windows,06/05/19 17:12
3028249,423262,14109.28,Windows,06/05/19 17:12
3025532,237679,12072.44,Windows,06/04/19 21:56
3025407,761946,17953.44,Windows,06/04/19 21:18
3025406,993166,11241.63,Windows,06/04/19 21:18
3024486,2339574,31202.99,Windows,06/04/19 17:30
3024480,383637,28487.49,Mac OS X,06/04/19 17:27
3024473,2339565,10162.67,Windows,06/04/19 17:25
3024023,245934,15534.50,Windows,06/04/19 15:37
3023169,1813446,146.15,Windows,06/04/19 11:48
3022120,267112,121.45,Windows,06/04/19 06:16
3021363,2338084,9803.44,Windows,06/03/19 22:29
3021180,2337958,11636.23,Windows,06/03/19 21:23
3021171,427541,22197.05,Windows,06/03/19 21:19
3020704,2337764,32245.81,Windows,06/03/19 19:21
3018256,2337177,2539.93,Mac OS X,06/03/19 18:00
3018239,2337167,2710.46,Mac OS X,06/03/19 17:57
3017875,2337001,2608.60,Windows,06/03/19 16:59
3017836,2336979,2682.71,Windows,06/03/19 16:50
3017640,2336751,49473.61,Windows,06/03/19 16:28
3017624,2336744,9406.39,Windows,06/03/19 16:23
3017623,2336743,18162.40,Windows,06/03/19 16:23
3017601,2336736,12746.42,Windows,06/03/19 16:18
3017600,2336735,1212.41,Windows,06/03/19 16:18
3017594,2336733,26276.98,Windows,06/03/19 16:16
3017593,2336732,6683.87,Windows,06/03/19 16:16
3016290,2335414,47385.50,Windows,06/03/19 12:46
3012179,1724369,953.59,Mac OS X,05/31/19 21:24
3011694,309010,22853.63,Windows,05/31/19 18:42
3011481,806009,16909.25,Windows,05/31/19 17:33
3011337,425033,109.56,Windows,05/31/19 16:57
3008792,1243374,27198.09,Windows,05/31/19 10:28
3007053,560246,130.80,Windows,05/30/19 20:17
3006997,2328938,15602.33,Windows,05/30/19 20:04
3003392,1953717,239.16,Mac OS X,05/29/19 23:05
3003225,2326602,3554.32,Mac OS X,05/29/19 22:03
3002398,410222,165.49,Windows,05/29/19 17:34
2998611,2323713,17659.00,Windows,05/28/19 20:07
2998287,2323140,429.15,Mac OS X,05/28/19 18:52
2998039,657934,11042.74,Windows,05/28/19 17:34
2988043,2316436,2850.21,Windows,05/23/19 19:21
2987903,357366,27113.54,Windows,05/23/19 18:46
2987391,795447,340.07,Windows,05/23/19 16:12
2982471,252270,38520.50,Windows,05/22/19 17:34
2982397,1989875,15187.48,Windows,05/22/19 17:17
2978874,1692589,21245.24,Mac OS X,05/21/19 17:48
2977526,2086021,9672.82,Windows,05/21/19 11:11
2975590,2310128,25294.74,Windows,05/20/19 20:52
2975474,2310065,45979.11,Mac OS X,05/20/19 20:14
2975468,2310063,6652.07,Mac OS X,05/20/19 20:13
2975397,2310049,4648.20,Mac OS X,05/20/19 19:51
2975377,2310042,8600.23,Windows,05/20/19 19:44
2975264,2309993,2210.21,Mac OS X,05/20/19 19:06
2975117,2309892,4467.85,Windows,05/20/19 18:26
2975070,2309870,299.38,Mac OS X,05/20/19 18:13
2975068,2309869,12643.18,Windows,05/20/19 18:12
2975049,2309866,4055.49,Mac OS X,05/20/19 18:07
2975034,2309860,3739.50,Windows,05/20/19 18:04
2975032,2309858,5864.87,Mac OS X,05/20/19 18:04
2975029,2309855,62424.11,Mac OS X,05/20/19 18:02
2975021,2309853,8170.67,Mac OS X,05/20/19 17:58
2974952,2309837,23727.31,Windows,05/20/19 17:38
2974798,1692589,687.32,Windows,05/20/19 17:00
2974783,2309727,4164.58,Windows,05/20/19 16:56
2974658,2309625,18758.02,Windows,05/20/19 16:47
2974626,2309610,14009.70,Windows,05/20/19 16:41
2974565,2309590,27300.78,Windows,05/20/19 16:29
2974560,2309587,7534.17,Windows,05/20/19 16:28
2974530,2309431,2604.65,Windows,05/20/19 16:25
2974528,2309429,10603.41,Windows,05/20/19 16:24
2974517,2309420,4982.03,Windows,05/20/19 16:22
2974513,2309417,9356.52,Windows,05/20/19 16:21
2969863,609424,8700.80,Mac OS X,05/17/19 18:06
2963800,177237,11138.82,Windows,05/16/19 22:51
2963624,473622,19466.99,Windows,05/16/19 21:25
2960050,535032,17400.37,Windows,05/15/19 20:45
2959769,205013,37571.66,Windows,05/15/19 19:20
2958511,189767,101974.85,Windows,05/15/19 18:34
2958188,609526,2343.44,Windows,05/15/19 16:50
2958049,245416,27260.63,Windows,05/15/19 16:05
2957492,2086021,186.18,Windows,05/15/19 13:45
2957252,1909089,703.34,Windows,05/15/19 12:28
2954752,1046535,3141.82,Mac OS X,05/14/19 18:38
2949423,2296765,1911.58,Mac OS X,05/13/19 19:18
2949355,203221,224753.02,Mac OS X,05/13/19 18:56
2949059,2296513,5572.66,Windows,05/13/19 17:42
2948700,2296308,17155.88,Windows,05/13/19 16:23
2948691,2296306,22296.53,Windows,05/13/19 16:22
2948630,2296280,17631.56,Windows,05/13/19 16:08
2948626,2296279,19927.64,Windows,05/13/19 16:07
2948606,2296267,8297.68,Windows,05/13/19 16:02
2944882,458645,125.92,Mac OS X,05/12/19 12:20
2943972,269200,14942.85,Mac OS X,05/10/19 20:21
2939855,2291944,1839.99,Windows,05/10/19 04:43
2939155,426836,10561.29,Mac OS X,05/09/19 21:32
2939023,246819,109157.22,Windows,05/09/19 20:37
2938655,245236,42617.52,Windows,05/09/19 19:16
2934222,747586,17654.22,Windows,05/09/19 13:17
2932286,2287911,16553.10,Windows,05/08/19 21:29
2932208,553343,17542.23,Windows,05/08/19 20:49
2931357,2278172,146.51,Windows,05/08/19 16:58
2925208,2284289,18511.89,Windows,05/07/19 15:10
2919482,1337478,2245.62,Windows,05/06/19 19:22
2918639,240474,234.95,Windows,05/06/19 16:24
2918612,2278222,22098.95,Windows,05/06/19 16:21
2918531,2278172,15249.36,Windows,05/06/19 16:08
2913775,247678,15717.88,Windows,05/03/19 21:12
2908588,2152487,12645.51,Windows,05/02/19 18:35
2908030,2272012,64.53,Mac OS X,05/02/19 16:18
2906585,2270567,6006.32,Windows,05/02/19 13:17
2905965,2270567,557.40,Windows,05/02/19 10:21
2905924,2270509,9962.76,Windows,05/02/19 10:03
2904401,237720,13125.52,Mac OS X,05/01/19 21:48
2904385,615733,7696.59,Mac OS X,05/01/19 21:39
2904072,747683,232.55,Windows,05/01/19 20:07
2903814,655466,22877.85,Windows,05/01/19 18:27
2903067,247400,15797.26,Windows,05/01/19 15:26
2901079,1150175,1905.82,Windows,04/30/19 22:42
2900686,245612,24747.31,Windows,04/30/19 20:01
2900304,423343,18289.45,Windows,04/30/19 18:11
2900213,1909089,740.76,Windows,04/30/19 17:47
2898915,2177113,34302.46,Windows,04/30/19 14:10
2898208,2265352,97.50,Windows,04/30/19 12:15
2895710,2263976,4027.22,Mac OS X,04/29/19 19:58
2895026,2263644,22717.28,Windows,04/29/19 17:26
2894608,2263267,2714.31,Windows,04/29/19 16:08
2891546,2261182,23265.91,Windows,04/28/19 12:54
2885589,739096,10677.13,Mac OS X,04/25/19 20:21
2885569,437140,36766.45,Mac OS X,04/25/19 20:13
2884361,747609,277.17,Windows,04/25/19 15:51
2881184,2246515,13241.67,Mac OS X,04/24/19 22:05
2881089,581080,26353.64,Mac OS X,04/24/19 21:16
2880517,421646,44833.00,Windows,04/24/19 19:39
2879177,2245125,11411.27,Windows,04/24/19 15:48
2877878,2244512,32392.26,Windows,04/24/19 12:15
2876049,2243585,8748.09,Windows,04/24/19 07:17
2874451,734471,117538.47,Windows,04/23/19 23:08
2873518,2242475,915.11,Mac OS X,04/23/19 18:45
2869425,403784,128.59,Windows,04/22/19 21:08
2869285,2179482,285.96,Windows,04/22/19 20:19
2869280,2177373,25739.59,Windows,04/22/19 20:18
2868312,2177435,19052.21,Windows,04/22/19 15:56
2868227,2177373,208.13,Windows,04/22/19 15:36
2858849,761946,2563.15,Windows,04/18/19 21:54
2858717,1755770,23785.20,Windows,04/18/19 20:58
2858605,241583,13548.14,Windows,04/18/19 20:14
2854405,305454,17617.96,Mac OS X,04/17/19 23:02
2854355,2169816,7077.34,Mac OS X,04/17/19 22:31
2854177,237805,26146.34,Mac OS X,04/17/19 21:28
2853869,2169541,543.60,Windows,04/17/19 19:45
2852912,1794528,18189.86,Windows,04/17/19 17:00
2851570,1909089,277.24,Windows,04/17/19 13:39
2843495,825894,28285.29,Windows,04/16/19 22:39
2841499,318766,7945.89,Mac OS X,04/16/19 17:49
2841394,747585,14979.97,Windows,04/16/19 17:23
2841088,2159881,15493.91,Windows,04/16/19 16:25
2839378,238194,78863.24,Mac OS X,04/16/19 14:21
2832584,1256487,1097.24,Windows,04/16/19 00:07
2832091,2152698,25027.58,Windows,04/15/19 20:50
2831991,2152487,3432.25,Windows,04/15/19 20:20
2831434,2152165,35627.26,Mac OS X,04/15/19 18:20
2831430,2152164,72994.97,Mac OS X,04/15/19 18:19
2831247,237617,30876.75,Windows,04/15/19 17:41
2831127,2152016,9520.55,Windows,04/15/19 17:20
2830745,2151772,56338.37,Windows,04/15/19 16:19
2830505,1314627,2498.45,Windows,04/15/19 15:47
2830482,1315810,3135.49,Windows,04/15/19 15:44
2816805,319387,29889.62,Windows,04/12/19 20:06
2814457,621282,48906.83,Windows,04/12/19 15:58
2809960,2133103,112.28,Windows,04/11/19 23:41
2809880,1189195,8176.40,Windows,04/11/19 22:42
2809168,2132689,61999.54,Mac OS X,04/11/19 18:24
2809166,2132686,3.35,Mac OS X,04/11/19 18:22
2797218,1431626,205.46,Windows,04/11/19 00:01
2795922,2121276,27646.83,Windows,04/10/19 21:12
2795665,402379,33407.61,Mac OS X,04/10/19 20:25
2795664,382115,2121.81,Mac OS X,04/10/19 20:25
2794412,681432,8583.09,Mac OS X,04/10/19 18:56
2793778,2119865,15166.73,Windows,04/10/19 18:14
2793767,237682,3.40,Mac OS X,04/10/19 18:11
2793604,2119783,8443.15,Windows,04/10/19 17:47
2793481,2119719,1868.77,Windows,04/10/19 17:14
2787114,722553,79.00,Mac OS X,04/09/19 23:47
2783789,237212,18891.34,Mac OS X,04/09/19 19:39
2781417,1734586,17113.04,Windows,04/09/19 17:23
2781414,737599,5594.31,Mac OS X,04/09/19 17:23
2780519,2110160,4001.24,Windows,04/09/19 14:38
2775249,2105497,69018.74,Windows,04/08/19 22:34
2773900,2104350,21151.61,Mac OS X,04/08/19 20:13
2773622,735446,8834.35,Mac OS X,04/08/19 19:01
2773462,1216132,217.30,Windows,04/08/19 18:22
2773219,2104039,2555.82,Windows,04/08/19 17:27
2773182,249504,1521.45,Windows,04/08/19 17:19
2772990,2103913,2054.29,Windows,04/08/19 16:27
